MAC,ssid,lat,lon
B4:C7:99:80:A4:03,wifine,,
B4:C7:99:80:AD:43,wifine,,
B4:C7:99:80:D1:B3,wifine,,
B4:C7:99:81:3B:03,wifine,,
B4:C7:99:81:3D:33,wifine,,
B4:C7:99:81:71:B1,wifine,,
B4:C7:99:81:72:91,wifine,,
B4:C7:99:82:44:53,wifine,,
B4:C7:99:82:56:A1,wifine,,
B4:C7:99:82:57:71,wifine,,
B4:C7:99:82:92:82,wifine,,
B4:C7:99:82:97:25,wifine,,
B4:C7:99:83:3E:E2,wifine,,
B4:C7:99:87:81:41,wifine,,
B4:C7:99:88:06:F3,wifine,,
B4:C7:99:88:16:63,wifine,,
B4:C7:99:88:17:13,wifine,,
B4:C7:99:88:1A:11,wifine,,
B4:C7:99:88:35:91,wifine,,
B4:C7:99:89:9C:D2,wifine,,
B4:C7:99:89:A1:21,wifine,,
B4:C7:99:89:AD:33,wifine,,
B4:C7:99:89:AD:93,wifine,,
B4:C7:99:89:AD:E3,wifine,,
B4:C7:99:89:B2:92,wifine,,
B4:C7:99:8C:79:83,wifine,,
B4:C7:99:8C:7C:A2,wifine,,
B4:C7:99:8C:EA:23,wifine,,
B4:C7:99:8D:05:E2,wifine,,
B4:C7:99:8D:08:12,wifine,,
B4:C7:99:8D:08:93,wifine,,
B4:C7:99:8D:08:E2,wifine,,
B4:C7:99:8D:21:61,wifine,,
B4:C7:99:8D:27:92,wifine,,
B4:C7:99:8D:53:93,wifine,,
B4:C7:99:8F:8E:C2,wifine,,
B4:C7:99:8F:92:63,wifine,,
B4:C7:99:8F:95:53,wifine,,
B4:C7:99:8F:95:63,wifine,,
B4:C7:99:8F:97:72,wifine,,
B4:C7:99:8F:97:E3,wifine,,
B4:C7:99:8F:98:72,wifine,,
B4:C7:99:91:19:21,wifine,,
B4:C7:99:91:19:22,wifine,,
B4:C7:99:91:29:D3,wifine,,
B4:C7:99:91:44:62,wifine,,
B4:C7:99:91:50:E3,wifine,,
B4:C7:99:91:50:F3,wifine,,
B4:C7:99:91:5B:52,wifine,,
B4:C7:99:91:6C:A1,wifine,,
B4:C7:99:91:6D:D1,wifine,,
B4:C7:99:91:E2:71,wifine,,
B4:C7:99:91:E3:62,wifine,,
B4:C7:99:91:E5:C1,wifine,,
B4:C7:99:92:83:63,wifine,,
B4:C7:99:92:A2:03,wifine,,
B4:C7:99:92:A2:32,wifine,,
B4:C7:99:92:AD:11,wifine,,
B4:C7:99:92:AE:23,wifine,,
B4:C7:99:92:B0:63,wifine,,
B4:C7:99:92:F1:13,wifine,,
B4:C7:99:92:F4:83,wifine,,
B4:C7:99:92:FB:63,wifine,,
B4:C7:99:92:FE:21,wifine,,
B4:C7:99:93:1B:A3,wifine,,
B4:C7:99:93:1C:33,wifine,,
B4:C7:99:93:47:52,wifine,,
B4:C7:99:94:31:A3,wifine,,
B4:C7:99:94:7F:D1,wifine,,
B4:C7:99:94:84:12,wifine,,
B4:C7:99:94:BD:D2,wifine,,
B4:C7:99:94:BF:22,wifine,,
B4:C7:99:94:C6:82,wifine,,
B4:C7:99:94:D2:61,wifine,,
B4:C7:99:95:F8:F1,wifine,,
B4:C7:99:95:F9:23,wifine,,
B4:C7:99:96:01:51,wifine,,
B4:C7:99:96:59:81,wifine,,
B4:C7:99:96:7D:82,wifine,,
B4:C7:99:9A:7A:B2,wifine,,
B4:C7:99:9A:B6:02,wifine,,
B4:C7:99:9A:EE:93,wifine,,
B4:C7:99:9B:21:C1,wifine,,
B4:C7:99:9B:3B:C3,wifine,,
B4:C7:99:9B:3B:E2,wifine,,
B4:C7:99:9B:44:33,wifine,,
B4:C7:99:9B:45:23,wifine,,
B4:C7:99:9B:45:F3,wifine,,
B4:C7:99:9B:47:A3,wifine,,
B4:C7:99:9B:53:E3,wifine,,
B4:C7:99:9B:54:93,wifine,,
B4:C7:99:9B:5C:03,wifine,,
B4:C7:99:9B:62:E2,wifine,,
B4:C7:99:9B:63:E2,wifine,,
B4:C7:99:9B:AF:82,wifine,,
B4:C7:99:9B:AF:B2,wifine,,
B4:C7:99:9B:B9:42,wifine,,
B4:C7:99:9B:B9:A2,wifine,,
B4:C7:99:A4:40:E3,wifine,,
B4:C7:99:A4:45:65,wifine,,
B4:C7:99:A4:65:43,wifine,,
B4:C7:99:A4:68:A3,wifine,,
B4:C7:99:A4:78:55,wifine,,
B4:C7:99:A4:8E:32,wifine,,
B4:C7:99:A4:8F:35,wifine,,
B4:C7:99:A4:91:32,wifine,,
B4:C7:99:A4:AF:61,wifine,,
B4:C7:99:A4:C3:65,wifine,,
B4:C7:99:A4:CD:95,wifine,,
B4:C7:99:A4:D8:73,wifine,,
B4:C7:99:A4:DB:43,wifine,,
B4:C7:99:A5:3A:D2,wifine,,
B4:C7:99:A5:42:E4,wifine,,
B4:C7:99:A5:6E:81,wifine,,
B4:C7:99:A5:A7:21,wifine,,
B4:C7:99:A6:2C:B1,wifine,,
B4:C7:99:A6:86:A3,wifine,,
B4:C7:99:A7:A1:D1,wifine,,
B4:C7:99:A7:F8:53,wifine,,
B4:C7:99:A8:59:51,wifine,,
B4:C7:99:A8:61:92,wifine,,
B4:C7:99:A8:6C:12,wifine,,
B4:C7:99:A8:6C:22,wifine,,
B4:C7:99:A8:8E:51,wifine,,
B4:C7:99:A8:99:C1,wifine,,
B4:C7:99:A9:05:C2,wifine,,
B4:C7:99:A9:0C:A1,wifine,,
B4:C7:99:A9:2F:11,wifine,,
B4:C7:99:A9:36:F3,wifine,,
B4:C7:99:A9:40:11,wifine,,
B4:C7:99:A9:5D:E3,wifine,,
B4:C7:99:A9:9D:21,wifine,,
B4:C7:99:A9:9D:A1,wifine,,
B4:C7:99:A9:C3:51,wifine,,
B4:C7:99:A9:E7:32,wifine,,
B4:C7:99:A9:F3:85,wifine,,
B4:C7:99:A9:F4:73,wifine,,
B4:C7:99:A9:F7:75,wifine,,
B4:C7:99:AA:02:22,wifine,,
B4:C7:99:AA:04:15,wifine,,
B4:C7:99:AA:06:D5,wifine,,
B4:C7:99:AA:19:95,wifine,,
B4:C7:99:AA:54:64,wifine,,
B4:C7:99:AA:5D:E3,wifine,,
B4:C7:99:AA:66:71,wifine,,
B4:C7:99:AA:67:74,wifine,,
B4:C7:99:AA:D4:61,wifine,,
B4:C7:99:AA:FE:31,wifine,,
B4:C7:99:AB:05:D1,wifine,,
B4:C7:99:AD:34:E2,wifine,,
B4:C7:99:AE:27:C4,wifine,,
B4:C7:99:AE:28:14,wifine,,
B4:C7:99:AE:28:E4,wifine,,
B4:C7:99:AE:2A:A1,wifine,,
B4:C7:99:AE:2C:14,wifine,,
B4:C7:99:AF:2A:C1,wifine,,
B4:C7:99:AF:4B:53,wifine,,
B4:C7:99:AF:A8:03,wifine,,
B4:C7:99:AF:E7:61,wifine,,
B4:C7:99:AF:F6:11,wifine,,
B4:C7:99:AF:FD:11,wifine,,
B4:C7:99:B0:0A:51,wifine,,
B4:C7:99:B0:13:61,wifine,,
B4:C7:99:B0:25:F1,wifine,,
B4:C7:99:B0:63:41,wifine,,
B4:C7:99:B0:63:A1,wifine,,
B4:C7:99:B0:63:C1,wifine,,
B4:C7:99:B0:67:03,wifine,,
B4:C7:99:B0:72:01,wifine,,
B4:C7:99:B0:8B:61,wifine,,
B4:C7:99:B0:C5:D4,attwifi,30.82825008,-83.32222808
B4:C7:99:B1:7E:E1,wifine,,
B4:C7:99:B1:7F:11,wifine,,
B4:C7:99:B6:29:24,attwifi,33.94890484,-84.136428
B4:C7:99:BB:7E:E1,wifine,,
B4:C7:99:BB:8F:01,wifine,,
B4:C7:99:BB:94:D1,wifine,,
B4:C7:99:BB:95:81,wifine,,
B4:C7:99:BB:95:D1,wifine,,
B4:C7:99:BB:9D:22,wifine,,
B4:C7:99:BB:9D:B2,wifine,,
B4:C7:99:BB:A9:13,wifine,,
B4:C7:99:BB:AC:21,wifine,,
B4:C7:99:BB:B1:04,wifine,,
B4:C7:99:BB:B1:44,wifine,,
B4:C7:99:BB:CD:51,wifine,,
B4:C7:99:BB:E2:A1,wifine,,
B4:C7:99:BB:E2:B1,wifine,,
B4:C7:99:BB:E3:33,wifine,,
B4:C7:99:BB:E3:D1,wifine,,
B4:C7:99:BB:E6:21,wifine,,
B4:C7:99:BB:ED:91,wifine,,
B4:C7:99:BB:F0:91,wifine,,
B4:C7:99:BB:F2:61,wifine,,
B4:C7:99:BB:F6:22,wifine,,
B4:C7:99:BB:F7:61,wifine,,
B4:C7:99:BC:00:B2,wifine,,
B4:C7:99:BC:01:C2,wifine,,
B4:C7:99:BC:02:11,wifine,,
B4:C7:99:BC:04:72,wifine,,
B4:C7:99:BC:05:42,wifine,,
B4:C7:99:BC:0C:12,wifine,,
B4:C7:99:BC:0D:01,wifine,,
B4:C7:99:BC:1A:E1,wifine,,
B4:C7:99:BC:1E:21,wifine,,
B4:C7:99:BC:21:D2,wifine,,
B4:C7:99:BC:23:41,wifine,,
B4:C7:99:BC:27:61,wifine,,
B4:C7:99:BD:AA:51,wifine,,
B4:C7:99:BD:AB:F1,wifine,,
B4:C7:99:BD:AD:01,wifine,,
B4:C7:99:BD:B2:61,wifine,,
B4:C7:99:BD:B2:71,wifine,,
B4:C7:99:BD:B3:A1,wifine,,
B4:C7:99:BD:B4:A1,wifine,,
B4:C7:99:BD:B7:E1,wifine,,
B4:C7:99:BD:B8:82,wifine,,
B4:C7:99:BD:B8:93,wifine,,
B4:C7:99:BD:B9:81,wifine,,
B4:C7:99:BD:BA:73,wifine,,
B4:C7:99:BD:BA:D1,wifine,,
B4:C7:99:BD:BB:01,wifine,,
B4:C7:99:BD:C6:21,wifine,,
B4:C7:99:BD:C6:F1,wifine,,
B4:C7:99:BD:CB:F1,wifine,,
B4:C7:99:BD:CE:B2,wifine,,
B4:C7:99:BD:CE:D1,wifine,,
B4:C7:99:BD:D4:51,wifine,,
B4:C7:99:BE:3D:63,wifine,,
B4:C7:99:BE:40:11,wifine,,
B4:C7:99:BE:49:41,wifine,,
B4:C7:99:BE:50:E1,wifine,,
B4:C7:99:BE:56:63,wifine,,
B4:C7:99:BE:BF:B3,wifine,,
B4:C7:99:BE:C6:A3,wifine,,
B4:C7:99:BF:D7:13,wifine,,
B4:C7:99:BF:DA:43,wifine,,
B4:C7:99:BF:E3:33,wifine,,
B4:C7:99:C0:0B:31,wifine,,
B4:C7:99:C0:1D:51,wifine,,
B4:C7:99:C0:2E:83,wifine,,
B4:C7:99:C0:3B:93,wifine,,
B4:C7:99:C0:43:E1,wifine,,
B4:C7:99:C0:43:F1,wifine,,
B4:C7:99:C0:44:01,wifine,,
B4:C7:99:C0:44:91,wifine,,
B4:C7:99:C0:46:B1,wifine,,
B4:C7:99:C0:49:81,wifine,,
B4:C7:99:C0:4B:41,wifine,,
B4:C7:99:C0:90:11,wifine,,
B4:C7:99:C0:97:A1,wifine,,
B4:C7:99:C0:98:A1,wifine,,
B4:C7:99:C0:9C:91,wifine,,
B4:C7:99:C0:9C:F1,wifine,,
B4:C7:99:C0:9E:C1,wifine,,
B4:C7:99:C0:A0:C4,wifine,,
B4:C7:99:C0:A3:61,wifine,,
B4:C7:99:C0:A4:61,wifine,,
B4:C7:99:C0:AA:A1,wifine,,
B4:C7:99:C0:AC:64,wifine,,
B4:C7:99:C0:AC:A1,wifine,,
B4:C7:99:C0:AD:41,wifine,,
B4:C7:99:C0:AD:B3,wifine,,
B4:C7:99:C0:AE:51,wifine,,
B4:C7:99:C0:AE:73,wifine,,
B4:C7:99:C0:AE:83,wifine,,
B4:C7:99:C0:AF:63,wifine,,
B4:C7:99:C0:B1:C1,wifine,,
B4:C7:99:C0:B3:11,wifine,,
B4:C7:99:C1:81:11,wifine,,
B4:C7:99:C1:A1:41,wifine,,
B4:C7:99:C1:AB:81,wifine,,
B4:C7:99:C1:AB:E1,wifine,,
B4:C7:99:C1:B1:B1,wifine,,
B4:C7:99:C1:C5:B1,wifine,,
B4:C7:99:C9:2B:73,wifine,,
B4:C7:99:C9:43:B3,wifine,,
B4:C7:99:C9:4A:43,wifine,,
B4:C7:99:C9:5B:D3,wifine,,
B4:C7:99:CA:81:73,wifine,,
B4:C7:99:CB:8C:D2,wifine,,
B4:C7:99:D6:8D:33,wifine,,
B4:C7:99:D6:9A:A1,wifine,,
B4:C7:99:D6:AD:F3,wifine,,
B4:C7:99:D8:55:03,wifine,,
B4:C7:99:D8:57:93,wifine,,
B4:C7:99:D8:5E:D3,wifine,,
B4:C7:99:D8:6F:E3,wifine,,
B4:C7:99:D8:71:03,wifine,,
B4:C7:99:F4:13:E3,wifine,,
B4:C7:99:F4:16:23,wifine,,
B8:8D:12:60:B3:AF,NZ@McD1,,
B8:8D:12:60:B3:AF,attwifi,,
B8:A3:86:20:5C:EC,NZ@McD1,,
B8:A3:86:20:5C:EC,attwifi,,
B8:AE:6E:3C:B2:41,NZ@McD1,,
B8:AE:6E:3C:B2:41,attwifi,,
B8:BE:BF:15:4D:56,attwifi,33.46613231,-84.21178548
B8:C6:8E:31:BB:CF,NZ@McD1,,
B8:C6:8E:31:BB:CF,attwifi,,
BC:14:01:C3:53:80,NZ@McD1,,
BC:14:01:C3:53:80,attwifi,,
BC:5F:F4:73:6D:88,NZ@McD1,,
BC:5F:F4:73:6D:88,attwifi,,
BC:5F:F4:C9:0E:F5,NZ@McD1,,
BC:5F:F4:C9:0E:F5,attwifi,,
C0:3F:0E:1D:DB:45,NZ@McD1,,
C0:3F:0E:1D:DB:45,attwifi,,
C0:3F:0E:8F:2B:1A,NZ@McD1,,
C0:3F:0E:8F:2B:1A,attwifi,,
C0:3F:0E:C4:74:78,NZ@McD1,,
C0:3F:0E:C4:74:78,attwifi,,
C0:C1:C0:23:6B:7A,NZ@McD1,,
C0:C1:C0:23:6B:7A,attwifi,,
C0:D9:62:7E:2D:71,NZ@McD1,,
C0:D9:62:7E:2D:71,attwifi,,
C4:04:15:A9:E2:06,NZ@McD1,,
C4:04:15:A9:E2:06,attwifi,,
C4:3D:C7:A0:18:1B,NZ@McD1,,
C4:3D:C7:A0:18:1B,attwifi,,
C4:46:19:A2:9C:C0,NZ@McD1,,
C4:46:19:A2:9C:C0,attwifi,,
C4:85:08:8F:E8:CD,NZ@McD1,,
C4:85:08:8F:E8:CD,attwifi,,
C4:A8:1D:24:1A:D0,NZ@McD1,,
C4:A8:1D:24:1A:D0,attwifi,,
C4:A8:1D:7C:E3:64,NZ@McD1,,
C4:A8:1D:7C:E3:64,attwifi,,
C8:0A:A9:F8:7D:B9,NZ@McD1,,
C8:0A:A9:F8:7D:B9,attwifi,,
C8:3A:35:93:27:02,NZ@McD1,,
C8:3A:35:93:27:02,attwifi,,
C8:BC:C8:E9:0A:9D,NZ@McD1,,
C8:BC:C8:E9:0A:9D,attwifi,,
C8:D7:19:80:D7:C4,NZ@McD1,,
C8:D7:19:80:D7:C4,attwifi,,
C8:D7:19:B7:CF:DB,NZ@McD1,,
C8:D7:19:B7:CF:DB,attwifi,,
CB:8E:19:6B:D1:F2,NZ@McD1,,
CB:8E:19:6B:D1:F2,attwifi,,
CC:3A:61:08:16:DF,NZ@McD1,,
CC:3A:61:08:16:DF,attwifi,,
CC:3A:61:B6:D0:54,NZ@McD1,,
CC:3A:61:B6:D0:54,attwifi,,
CC:5D:4E:DA:9B:EA,NZ@McD1,,
CC:5D:4E:DA:9B:EA,attwifi,,
CC:5D:4E:FB:3E:4D,NZ@McD1,,
CC:5D:4E:FB:3E:4D,attwifi,,
CC:C3:EA:AA:B7:61,NZ@McD1,,
CC:C3:EA:AA:B7:61,attwifi,,
CC:C3:EA:B3:B4:55,NZ@McD1,,
CC:C3:EA:B3:B4:55,attwifi,,
CC:D5:39:E3:7F:F6,attwifi,31.95883602,-83.75144015
CC:FA:00:E8:9A:D2,NZ@McD1,,
CC:FA:00:E8:9A:D2,attwifi,,
CC:FB:65:33:33:D7,NZ@McD1,,
CC:FB:65:33:33:D7,attwifi,,
CC:FB:65:E9:0E:05,NZ@McD1,,
CC:FB:65:E9:0E:05,attwifi,,
CC:FB:65:F2:56:64,NZ@McD1,,
CC:FB:65:F2:56:64,attwifi,,
CC:FE:3C:92:DF:43,NZ@McD1,,
CC:FE:3C:92:DF:43,attwifi,,
D0:23:DB:A7:07:11,wifine,,
D0:C2:82:84:BC:D7,attwifi,35.44974061,-86.04771242
D8:C7:C8:24:2A:50,wifine,,
D8:C7:C8:24:2F:81,wifine,,
D8:C7:C8:24:34:01,wifine,,
D8:C7:C8:24:35:A1,wifine,,
D8:C7:C8:24:36:20,wifine,,
D8:C7:C8:24:36:E0,wifine,,
D8:C7:C8:24:3D:50,wifine,,
D8:C7:C8:24:3D:60,wifine,,
D8:C7:C8:24:3D:C0,wifine,,
D8:C7:C8:24:3E:50,wifine,,
D8:C7:C8:24:3F:30,wifine,,
D8:C7:C8:24:3F:B0,wifine,,
D8:C7:C8:24:3F:C0,wifine,,
D8:C7:C8:24:3F:E0,wifine,,
D8:C7:C8:24:40:C0,wifine,,
D8:C7:C8:24:40:F0,wifine,,
D8:C7:C8:24:41:22,wifine,,
D8:C7:C8:24:41:50,wifine,,
D8:C7:C8:24:42:52,wifine,,
D8:C7:C8:24:42:60,wifine,,
D8:C7:C8:24:42:E0,wifine,,
D8:C7:C8:24:43:30,wifine,,
D8:C7:C8:24:43:A0,wifine,,
D8:C7:C8:24:45:E2,wifine,,
D8:C7:C8:24:46:C3,wifine,,
D8:C7:C8:24:48:60,wifine,,
D8:C7:C8:24:48:68,wifine,,
D8:C7:C8:24:48:F2,wifine,,
D8:C7:C8:24:49:A0,wifine,,
D8:C7:C8:24:49:A8,wifine,,
D8:C7:C8:24:4B:B0,wifine,,
D8:C7:C8:24:4B:B8,wifine,,
D8:C7:C8:24:4D:40,wifine,,
D8:C7:C8:24:4D:F0,wifine,,
D8:C7:C8:24:4D:F8,wifine,,
D8:C7:C8:24:4F:52,wifine,,
D8:C7:C8:24:4F:80,wifine,,
D8:C7:C8:24:50:00,wifine,,
D8:C7:C8:24:50:82,wifine,,
D8:C7:C8:24:52:F2,wifine,,
D8:C7:C8:24:53:02,wifine,,
D8:C7:C8:24:53:12,wifine,,
D8:C7:C8:24:53:82,wifine,,
D8:C7:C8:24:53:C2,wifine,,
D8:C7:C8:24:54:62,wifine,,
D8:C7:C8:24:54:C2,wifine,,
D8:C7:C8:24:54:E2,wifine,,
D8:C7:C8:24:6E:60,wifine,,
D8:C7:C8:24:6E:80,wifine,,
D8:C7:C8:24:6F:50,wifine,,
D8:C7:C8:24:77:60,wifine,,
D8:C7:C8:24:77:C0,wifine,,
D8:C7:C8:24:78:80,wifine,,
D8:C7:C8:24:79:40,wifine,,
D8:C7:C8:24:7A:50,wifine,,
D8:C7:C8:24:7A:70,wifine,,
D8:C7:C8:24:7A:C0,wifine,,
D8:C7:C8:24:7B:B0,wifine,,
D8:C7:C8:24:7C:F0,wifine,,
D8:C7:C8:24:7D:90,wifine,,
D8:C7:C8:24:7D:B0,wifine,,
D8:C7:C8:24:7D:E0,wifine,,
D8:C7:C8:24:7D:E8,wifine,,
D8:C7:C8:24:7E:70,wifine,,
D8:C7:C8:24:7E:78,wifine,,
D8:C7:C8:24:7E:B0,wifine,,
D8:C7:C8:24:7F:10,wifine,,
D8:C7:C8:24:7F:82,wifine,,
D8:C7:C8:59:00:64,wifine,,
D8:C7:C8:59:01:42,wifine,,
D8:C7:C8:59:01:E1,wifine,,
D8:C7:C8:59:02:44,wifine,,
D8:C7:C8:59:03:C4,wifine,,
D8:C7:C8:59:04:62,wifine,,
D8:C7:C8:59:04:A4,wifine,,
D8:C7:C8:59:05:24,wifine,,
D8:C7:C8:59:05:64,wifine,,
D8:C7:C8:59:05:C4,wifine,,
D8:C7:C8:59:05:E4,wifine,,
D8:C7:C8:59:06:22,wifine,,
D8:C7:C8:59:06:24,wifine,,
D8:C7:C8:59:06:42,wifine,,
D8:C7:C8:59:06:51,wifine,,
D8:C7:C8:59:06:64,wifine,,
D8:C7:C8:59:06:A3,wifine,,
D8:C7:C8:59:06:C4,wifine,,
D8:C7:C8:59:07:04,wifine,,
D8:C7:C8:59:07:82,wifine,,
D8:C7:C8:59:07:91,wifine,,
D8:C7:C8:59:07:A2,wifine,,
D8:C7:C8:59:07:B1,wifine,,
D8:C7:C8:59:08:24,wifine,,
D8:C7:C8:59:08:64,wifine,,
D8:C7:C8:59:08:A1,wifine,,
D8:C7:C8:59:08:C3,wifine,,
D8:C7:C8:59:09:04,wifine,,
D8:C7:C8:59:09:22,wifine,,
D8:C7:C8:59:09:61,wifine,,
D8:C7:C8:59:09:71,wifine,,
D8:C7:C8:59:09:C4,wifine,,
D8:C7:C8:59:0A:04,wifine,,
D8:C7:C8:59:0A:84,wifine,,
D8:C7:C8:59:0A:A2,wifine,,
D8:C7:C8:59:0B:82,wifine,,
D8:C7:C8:59:0C:C1,wifine,,
D8:C7:C8:59:0C:C3,wifine,,
D8:C7:C8:59:0E:62,wifine,,
D8:C7:C8:59:0E:71,wifine,,
D8:C7:C8:59:0E:A2,wifine,,
D8:C7:C8:59:0E:B1,wifine,,
D8:C7:C8:59:0E:C2,wifine,,
D8:C7:C8:59:0E:D1,wifine,,
D8:C7:C8:59:0F:03,wifine,,
D8:C7:C8:59:0F:62,wifine,,
D8:C7:C8:59:0F:71,wifine,,
D8:C7:C8:59:0F:A2,wifine,,
D8:C7:C8:59:10:A2,wifine,,
D8:C7:C8:59:10:A4,wifine,,
D8:C7:C8:59:10:B3,wifine,,
D8:C7:C8:59:10:C3,wifine,,
D8:C7:C8:59:10:C4,wifine,,
D8:C7:C8:59:10:D3,wifine,,
D8:C7:C8:59:11:62,wifine,,
D8:C7:C8:59:12:22,wifine,,
D8:C7:C8:59:12:C4,wifine,,
D8:C7:C8:59:12:E3,wifine,,
D8:C7:C8:59:12:E4,wifine,,
D8:C7:C8:59:12:F3,wifine,,
D8:C7:C8:59:14:63,wifine,,
D8:C7:C8:59:14:A1,wifine,,
D8:C7:C8:59:14:B1,wifine,,
D8:C7:C8:59:15:24,wifine,,
D8:C7:C8:59:15:33,wifine,,
D8:C7:C8:59:15:64,wifine,,
D8:C7:C8:59:15:73,wifine,,
D8:C7:C8:59:15:82,wifine,,
D8:C7:C8:59:15:E2,wifine,,
D8:C7:C8:59:16:44,wifine,,
D8:C7:C8:59:16:62,wifine,,
D8:C7:C8:59:17:61,wifine,,
D8:C7:C8:59:17:71,wifine,,
D8:C7:C8:59:17:82,wifine,,
D8:C7:C8:59:18:22,wifine,,
D8:C7:C8:59:18:31,wifine,,
D8:C7:C8:59:18:41,wifine,,
D8:C7:C8:59:18:43,wifine,,
D8:C7:C8:59:18:C4,wifine,,
D8:C7:C8:59:19:63,wifine,,
D8:C7:C8:59:19:64,wifine,,
D8:C7:C8:59:19:81,wifine,,
D8:C7:C8:59:1A:02,wifine,,
D8:C7:C8:59:1A:42,wifine,,
D8:C7:C8:59:1A:82,wifine,,
D8:C7:C8:59:1A:C2,wifine,,
D8:C7:C8:59:1B:41,wifine,,
D8:C7:C8:59:1B:51,wifine,,
D8:C7:C8:59:1C:22,wifine,,
D8:C7:C8:59:1C:62,wifine,,
D8:C7:C8:59:1D:61,wifine,,
D8:C7:C8:59:1D:71,wifine,,
D8:C7:C8:59:1D:C2,wifine,,
D8:C7:C8:59:1E:41,wifine,,
D8:C7:C8:59:1E:51,wifine,,
D8:C7:C8:59:1E:53,wifine,,
D8:C7:C8:59:1E:82,wifine,,
D8:C7:C8:59:1E:C2,wifine,,
D8:C7:C8:59:1F:61,wifine,,
D8:C7:C8:59:21:22,wifine,,
D8:C7:C8:59:21:44,wifine,,
D8:C7:C8:59:21:62,wifine,,
D8:C7:C8:59:21:82,wifine,,
D8:C7:C8:59:21:C2,wifine,,
D8:C7:C8:59:22:A4,wifine,,
D8:C7:C8:59:22:C2,wifine,,
D8:C7:C8:59:22:D1,wifine,,
D8:C7:C8:59:24:44,wifine,,
D8:C7:C8:59:24:54,wifine,,
D8:C7:C8:59:24:A2,wifine,,
D8:C7:C8:59:24:E4,wifine,,
D8:C7:C8:59:24:F4,wifine,,
D8:C7:C8:59:25:A2,wifine,,
D8:C7:C8:59:25:C3,wifine,,
D8:C7:C8:59:25:C4,wifine,,
D8:C7:C8:59:26:83,wifine,,
D8:C7:C8:59:26:84,wifine,,
D8:C7:C8:59:26:93,wifine,,
D8:C7:C8:59:26:C2,wifine,,
D8:C7:C8:59:28:E4,wifine,,
D8:C7:C8:59:29:02,wifine,,
D8:C7:C8:59:29:83,wifine,,
D8:C7:C8:59:29:A2,wifine,,
D8:C7:C8:59:2A:64,wifine,,
D8:C7:C8:59:2B:42,wifine,,
D8:C7:C8:59:2C:42,wifine,,
D8:C7:C8:59:2C:61,wifine,,
D8:C7:C8:59:2C:71,wifine,,
D8:C7:C8:59:2C:E4,wifine,,
D8:C7:C8:59:2D:02,wifine,,
D8:C7:C8:59:2D:11,wifine,,
D8:C7:C8:59:2D:41,wifine,,
D8:C7:C8:59:2D:A1,wifine,,
D8:C7:C8:59:2E:24,wifine,,
D8:C7:C8:59:2F:A4,wifine,,
D8:C7:C8:59:2F:B4,wifine,,
D8:C7:C8:59:2F:C4,wifine,,
D8:C7:C8:59:2F:D3,wifine,,
D8:C7:C8:59:31:44,wifine,,
D8:C7:C8:59:31:63,wifine,,
D8:C7:C8:59:31:64,wifine,,
D8:C7:C8:59:31:73,wifine,,
D8:C7:C8:59:31:D3,wifine,,
DC:0B:1A:17:87:17,NZ@McD1,,
DC:0B:1A:17:87:17,attwifi,,
DC:0E:A1:26:CE:BF,NZ@McD1,,
DC:0E:A1:26:CE:BF,attwifi,,
DC:71:44:AE:41:E8,NZ@McD1,,
DC:71:44:AE:41:E8,attwifi,,
E0:24:7F:31:1E:AD,NZ@McD1,,
E0:24:7F:31:1E:AD,attwifi,,
E0:46:9A:56:74:6D,NZ@McD1,,
E0:46:9A:56:74:6D,attwifi,,
E0:46:9A:8B:BA:59,NZ@McD1,,
E0:46:9A:8B:BA:59,attwifi,,
E0:75:7D:17:55:95,NZ@McD1,,
E0:75:7D:17:55:95,attwifi,,
E0:91:F5:6F:8B:B0,NZ@McD1,,
E0:91:F5:6F:8B:B0,attwifi,,
E0:91:F5:F0:95:35,NZ@McD1,,
E0:91:F5:F0:95:35,attwifi,,
E2:91:F5:FB:8E:09,NZ@McD1,,
E2:91:F5:FB:8E:09,attwifi,,
E4:48:C7:85:8D:20,NZ@McD1,,
E4:48:C7:85:8D:20,attwifi,,
E4:F4:C6:23:B7:00,NZ@McD1,,
E4:F4:C6:23:B7:00,attwifi,,
E4:F4:C6:23:B7:01,NZ@McD1,,
E4:F4:C6:23:B7:01,attwifi,,
E8:3E:FC:72:F2:B0,NZ@McD1,,
E8:3E:FC:72:F2:B0,attwifi,,
E8:6D:52:01:23:29,NZ@McD1,,
E8:6D:52:01:23:29,attwifi,,
E8:99:C4:67:90:A8,NZ@McD1,,
E8:99:C4:67:90:A8,attwifi,,
E8:99:C4:84:FC:95,NZ@McD1,,
E8:99:C4:84:FC:95,attwifi,,
E8:D4:E0:49:7B:AA,NZ@McD1,,
E8:D4:E0:49:7B:AA,attwifi,,
E8:DE:27:55:FD:87,NZ@McD1,,
E8:DE:27:55:FD:87,attwifi,,
E8:FC:AF:0A:2C:48,NZ@McD1,,
E8:FC:AF:0A:2C:48,attwifi,,
EC:1A:59:09:86:85,NZ@McD1,,
EC:1A:59:09:86:85,attwifi,,
EC:E1:A9:B0:24:C1,attwifi,36.20580904,-86.69307405
F0:7D:68:E1:2B:88,NZ@McD1,,
F0:7D:68:E1:2B:88,attwifi,,
F0:9E:63:AC:36:50,attwifi,34.07402678,-83.98288968
